index,filename,Background,Head,Hair,Facial Hair,Headwear,Eyewear,Mouthpiece
3852,3852.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),vr (Rare),gold-cigar (Legendary)
3853,3853.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),pear-wood-pipe (Rare)
3854,3854.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),rose-wood-pipe (Rare)
3855,3855.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),night-vision (Rare),gold-cigar (Legendary)
3856,3856.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
3857,3857.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
3858,3858.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),saudi-flag-shades (Rare),gold-cigar (Legendary)
3859,3859.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),pear-wood-pipe (Rare)
3860,3860.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),rose-wood-pipe (Rare)
3861,3861.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes (Legendary),gold-cigar (Legendary)
3862,3862.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
3863,3863.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
3864,3864.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),white-shemagh_gold-bisht (Legendary),laser-eyes-gold (Legendary),gold-cigar (Legendary)
3865,3865.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-classic-shades (Rare),pear-wood-pipe (Rare)
3866,3866.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-classic-shades (Rare),rose-wood-pipe (Rare)
3867,3867.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-classic-shades (Rare),gold-cigar (Legendary)
3868,3868.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-visor (Rare),pear-wood-pipe (Rare)
3869,3869.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-visor (Rare),rose-wood-pipe (Rare)
3870,3870.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),gold-visor (Rare),gold-cigar (Legendary)
3871,3871.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),shield-shades (Rare),pear-wood-pipe (Rare)
3872,3872.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),shield-shades (Rare),rose-wood-pipe (Rare)
3873,3873.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),shield-shades (Rare),gold-cigar (Legendary)
3874,3874.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),vr (Rare),pear-wood-pipe (Rare)
3875,3875.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),vr (Rare),rose-wood-pipe (Rare)
3876,3876.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),vr (Rare),gold-cigar (Legendary)
3877,3877.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),night-vision (Rare),pear-wood-pipe (Rare)
3878,3878.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),night-vision (Rare),rose-wood-pipe (Rare)
3879,3879.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),night-vision (Rare),gold-cigar (Legendary)
3880,3880.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
3881,3881.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
3882,3882.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),saudi-flag-shades (Rare),gold-cigar (Legendary)
3883,3883.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes (Legendary),pear-wood-pipe (Rare)
3884,3884.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes (Legendary),rose-wood-pipe (Rare)
3885,3885.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes (Legendary),gold-cigar (Legendary)
3886,3886.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
3887,3887.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
3888,3888.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),sytlish-brown-sideburns (Rare),sultan-legend (Legendary),laser-eyes-gold (Legendary),gold-cigar (Legendary)
3889,3889.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
3890,3890.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
3891,3891.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
3892,3892.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
3893,3893.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
3894,3894.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),gold-visor (Rare),gold-cigar (Legendary)
3895,3895.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
3896,3896.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
3897,3897.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),shield-shades (Rare),gold-cigar (Legendary)
3898,3898.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),vr (Rare),pear-wood-pipe (Rare)
3899,3899.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),vr (Rare),rose-wood-pipe (Rare)
3900,3900.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),vr (Rare),gold-cigar (Legendary)
3901,3901.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
3902,3902.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
3903,3903.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),night-vision (Rare),gold-cigar (Legendary)
3904,3904.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
3905,3905.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
3906,3906.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
3907,3907.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
3908,3908.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
3909,3909.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
3910,3910.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
3911,3911.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
3912,3912.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),red-shemagh_crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
3913,3913.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
3914,3914.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
3915,3915.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
3916,3916.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
3917,3917.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
3918,3918.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),gold-visor (Rare),gold-cigar (Legendary)
3919,3919.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
3920,3920.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
3921,3921.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),shield-shades (Rare),gold-cigar (Legendary)
3922,3922.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),vr (Rare),pear-wood-pipe (Rare)
3923,3923.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),vr (Rare),rose-wood-pipe (Rare)
3924,3924.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),vr (Rare),gold-cigar (Legendary)
3925,3925.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
3926,3926.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
3927,3927.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),night-vision (Rare),gold-cigar (Legendary)
3928,3928.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
3929,3929.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
3930,3930.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
3931,3931.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
3932,3932.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
3933,3933.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
3934,3934.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
3935,3935.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
3936,3936.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),white-shemagh-crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
3937,3937.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),pear-wood-pipe (Rare)
3938,3938.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),rose-wood-pipe (Rare)
3939,3939.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-classic-shades (Rare),gold-cigar (Legendary)
3940,3940.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),pear-wood-pipe (Rare)
3941,3941.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),rose-wood-pipe (Rare)
3942,3942.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),gold-visor (Rare),gold-cigar (Legendary)
3943,3943.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),pear-wood-pipe (Rare)
3944,3944.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),rose-wood-pipe (Rare)
3945,3945.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),shield-shades (Rare),gold-cigar (Legendary)
3946,3946.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),vr (Rare),pear-wood-pipe (Rare)
3947,3947.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),vr (Rare),rose-wood-pipe (Rare)
3948,3948.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),vr (Rare),gold-cigar (Legendary)
3949,3949.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),pear-wood-pipe (Rare)
3950,3950.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),rose-wood-pipe (Rare)
3951,3951.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),night-vision (Rare),gold-cigar (Legendary)
3952,3952.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),pear-wood-pipe (Rare)
3953,3953.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),rose-wood-pipe (Rare)
3954,3954.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),saudi-flag-shades (Rare),gold-cigar (Legendary)
3955,3955.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),pear-wood-pipe (Rare)
3956,3956.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),rose-wood-pipe (Rare)
3957,3957.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes (Legendary),gold-cigar (Legendary)
3958,3958.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),pear-wood-pipe (Rare)
3959,3959.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),rose-wood-pipe (Rare)
3960,3960.png,sultan-throne (Legendary),head-jinn (Rare),widowspeak (Rare),luxurious-brown-beard (Rare),green-shemagh_gold-crown (Rare),laser-eyes-gold (Legendary),gold-cigar (Legendary)
